"","slope","intercept","r2","analyte","curve","run_date"
"1",3.83230184085083,0.723699528783723,0.999831408238552,"C","NPOC (mg/L)",2025-05-22
"2",5.17556395865398,2.18368552397411,0.999145161386976,"C","NPOC (mg/L)",2025-05-26
"3",11.9340526766595,0.295301820128484,0.999259599847994,"N","TN (mg/L)",2025-05-22
"4",10.2601668807994,0.0420794789436142,0.997317224280395,"N","TN (mg/L)",2025-05-26
"5",4.85773273809361,2.59486000749065,0.999576700035594,"C","NPOC (mg/L)",2025-09-16
"6",6.83417137168262,5.28743542687606,0.99945908259642,"C","NPOC (mg/L)",2025-09-19
"7",7.56589650249821,0.665612955032122,0.995521531278214,"N","TN (mg/L)",2025-09-16
"8",4.48140385921651,-0.518764745442092,0.999417096737982,"C","NPOC (mg/L)",2026-03-17
"9",12.2522859106529,-0.0760756013745751,0.997436866986766,"N","TN (mg/L)",2026-03-17
"10",NA,35.2966666666667,0,"N","TN (mg/L)",2026-03-18
