RUNSTARTED,1707599675,2/10/2024 16:14,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.014483,0.014483,0,0,0,0,mg N/L,Ammonia 2,1707600910,2/10/2024 16:35
RESULT,-2,S90,Standard .0389,1,0.035412,0.035412,0,0,0,0,mg N/L,Ammonia 2,1707601070,2/10/2024 16:37
RESULT,-2,S91,Standard .1000,2,0.065739,0.065739,0,0,0,0,mg N/L,Ammonia 2,1707601230,2/10/2024 16:40
RESULT,-2,S92,Standard .2000,3,0.121659,0.121659,0,0,0,0,mg N/L,Ammonia 2,1707601390,2/10/2024 16:43
RESULT,-2,S93,Standard .5000,4,0.274521,0.274521,0,0,0,0,mg N/L,Ammonia 2,1707601550,2/10/2024 16:45
RESULT,-2,S94,Standard 1.0000,5,0.552585,0.552585,0,0,0,0,mg N/L,Ammonia 2,1707601710,2/10/2024 16:48
RESULT,-2,S95,Standard 1.5000,6,0.7973,0.7973,0,0,0,0,mg N/L,Ammonia 2,1707601870,2/10/2024 16:51
RESULT,-2,S96,Standard 2.0000,7,1.080521,1.080521,0,0,0,0,mg N/L,Ammonia 2,1707602030,2/10/2024 16:53
RESULT,-1,S0,Standard 0,8,0.013405,0.013405,0,0,0,0,mg N/L,Ammonia 2,1707602190,2/10/2024 16:56
CALIBRATION,Ammonia 2,1707602190,2/10/2024 16:56,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,9,1.049015,0.570214,0,0,0,0,mg N/L,Ammonia 2,1707602350,2/10/2024 16:59
QCPRORESULT,NORMAL,0,1707602350,,,,,,,,,,,
QCPRODECISION,IN,1707602350,,,,,,,,,,,,
RESULT,-3,C12,Blank,10,-0.000904,0.013317,0,0,0,0,mg N/L,Ammonia 2,1707602510,2/10/2024 17:01
QCPRORESULT,NORMAL,0,1707602510,,,,,,,,,,,
QCPRODECISION,IN,1707602510,,,,,,,,,,,,
RESULT,5,U1,GCW_Flume_20240208_0900,11,0.031928,0.030732,0,0,0,0,mg N/L,Ammonia 2,1707602670,2/10/2024 17:04
RESULT,6,U2,GCW_Flume_20240208_1000,12,0.018702,0.023717,0,0,0,0,mg N/L,Ammonia 2,1707602830,2/10/2024 17:07
RESULT,7,U3,GCW_Flume_20240208_1100,13,0.033827,0.031739,0,0,0,0,mg N/L,Ammonia 2,1707602990,2/10/2024 17:09
RESULT,8,U4,GCW_Flume_20240208_1200,14,0.017254,0.022949,0,0,0,0,mg N/L,Ammonia 2,1707603150,2/10/2024 17:12
RESULT,9,U5,GCW_Flume_20240208_1300,15,0.020144,0.024482,0,0,0,0,mg N/L,Ammonia 2,1707603310,2/10/2024 17:15
RESULT,10,U6,GCW_Flume_20240208_1400,16,0.01629,0.022438,0,0,0,0,mg N/L,Ammonia 2,1707603470,2/10/2024 17:17
RESULT,11,U7,GCW_Flume_20240208_1500,17,0.017849,0.023265,0,0,0,0,mg N/L,Ammonia 2,1707603630,2/10/2024 17:20
RESULT,12,U8,GCW_Flume_20240208_1600,18,0.014363,0.021415,0,0,0,0,mg N/L,Ammonia 2,1707603790,2/10/2024 17:23
RESULT,13,U9,GCW_Flume_20240208_1600_isco,19,0.017198,0.022919,0,0,0,0,mg N/L,Ammonia 2,1707603950,2/10/2024 17:25
RESULT,13,C13,Duplicate,20,0.017195,0.022917,0,0,0,0,mg N/L,Ammonia 2,1707604110,2/10/2024 17:28
QCPRORESULT,DUPLICATE,0.019713,1707604110,,,,,,,,,,,
QCPRODECISION,IN,1707604110,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,21,1.062079,0.577143,0,0,0,0,mg N/L,Ammonia 2,1707604270,2/10/2024 17:31
QCPRORESULT,NORMAL,0,1707604270,,,,,,,,,,,
QCPRODECISION,IN,1707604270,,,,,,,,,,,,
RESULT,-3,C12,Blank,22,-0.000589,0.013484,0,0,0,0,mg N/L,Ammonia 2,1707604430,2/10/2024 17:33
QCPRORESULT,NORMAL,0,1707604430,,,,,,,,,,,
QCPRODECISION,IN,1707604430,,,,,,,,,,,,
RESULT,14,U10,GCW_Flume_20240208_1700,23,0.011732,0.02002,0,0,0,0,mg N/L,Ammonia 2,1707604590,2/10/2024 17:36
RESULT,14,C14,Auto Spike,24,1.145229,0.528585,0,0,0,0,mg N/L,Ammonia 2,1707604750,2/10/2024 17:39
QCPRORESULT,AUTO SPIKE,113.349709,1707604750,,,,,,,,,,,
QCPRODECISION,IN,1707604750,,,,,,,,,,,,
RESULT,15,U11,GCW_Flume_20240208_1700_isco,25,0.01451,0.021493,0,0,0,0,mg N/L,Ammonia 2,1707604910,2/10/2024 17:41
RESULT,16,U12,GCW_Flume_20240208_1800,26,0.009909,0.019053,0,0,0,0,mg N/L,Ammonia 2,1707605070,2/10/2024 17:44
RESULT,17,U13,GCW_Flume_20240208_1800_isco,27,0.018718,0.023725,0,0,0,0,mg N/L,Ammonia 2,1707605230,2/10/2024 17:47
RESULT,18,U14,GCW_Flume_20240208_1900,28,0.012073,0.020201,0,0,0,0,mg N/L,Ammonia 2,1707605390,2/10/2024 17:49
RESULT,19,U15,GCW_Flume_20240208_1900_isco,29,0.014731,0.02161,0,0,0,0,mg N/L,Ammonia 2,1707605550,2/10/2024 17:52
RESULT,20,U16,GCW_Flume_20240208_2000,30,0.016191,0.022385,0,0,0,0,mg N/L,Ammonia 2,1707605710,2/10/2024 17:55
RESULT,21,U17,GCW_Flume_20240208_2000_isco,31,0.012221,0.020279,0,0,0,0,mg N/L,Ammonia 2,1707605870,2/10/2024 17:57
RESULT,22,U18,GCW_Flume_20240208_2100,32,0.014971,0.021737,0,0,0,0,mg N/L,Ammonia 2,1707606030,2/10/2024 18:00
RESULT,-3,C11,1mg/L ammonia,33,1.047809,0.569574,0,0,0,0,mg N/L,Ammonia 2,1707606190,2/10/2024 18:03
QCPRORESULT,NORMAL,0,1707606190,,,,,,,,,,,
QCPRODECISION,IN,1707606190,,,,,,,,,,,,
RESULT,-3,C12,Blank,34,-0.001557,0.012971,0,0,0,0,mg N/L,Ammonia 2,1707606350,2/10/2024 18:05
QCPRORESULT,NORMAL,0,1707606350,,,,,,,,,,,
QCPRODECISION,IN,1707606350,,,,,,,,,,,,
RESULT,23,U19,GCW_Flume_20240208_2100_isco,35,0.013991,0.021218,0,0,0,0,mg N/L,Ammonia 2,1707606510,2/10/2024 18:08
RESULT,23,C13,Duplicate,36,0.015145,0.02183,0,0,0,0,mg N/L,Ammonia 2,1707606670,2/10/2024 18:11
QCPRORESULT,DUPLICATE,7.921121,1707606670,,,,,,,,,,,
QCPRODECISION,IN,1707606670,,,,,,,,,,,,
RESULT,24,U20,GCW_Flume_20240208_2200_isco,37,0.011121,0.019696,0,0,0,0,mg N/L,Ammonia 2,1707606830,2/10/2024 18:13
RESULT,24,C14,Auto Spike,38,1.176418,0.542605,0,0,0,0,mg N/L,Ammonia 2,1707606990,2/10/2024 18:16
QCPRORESULT,AUTO SPIKE,116.529694,1707606990,,,,,,,,,,,
QCPRODECISION,IN,1707606990,,,,,,,,,,,,
RESULT,25,U21,GCW_Flume_20240208_2300_isco,39,0.009457,0.018813,0,0,0,0,mg N/L,Ammonia 2,1707607150,2/10/2024 18:19
RESULT,26,U22,GCW_Flume_20240208_2400_isco,40,0.01732,0.022983,0,0,0,0,mg N/L,Ammonia 2,1707607310,2/10/2024 18:21
RESULT,27,U23,GCW_Flume_20240209_0000_isco,41,0.013149,0.020772,0,0,0,0,mg N/L,Ammonia 2,1707607470,2/10/2024 18:24
RESULT,28,U24,GCW_Flume_20240209_0100_isco,42,0.014007,0.021226,0,0,0,0,mg N/L,Ammonia 2,1707607630,2/10/2024 18:27
