RUNSTARTED,1707589911,2/10/2024 13:31,,,,,,,,,,,,
RUNENDED,1707589945,INSUFFICIENT REAGENT,,,,,,,,,,,,
RUNSTARTED,1707591020,2/10/2024 13:50,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.176969,0.176969,0,0,0,512,mg N/L,Vanadium NOx,1707593219,2/10/2024 14:26
RESULT,-2,S90,Standard 90,1,0.18503,0.18503,0,0,0,512,mg N/L,Vanadium NOx,1707593301,2/10/2024 14:28
RESULT,-2,S91,Standard 91,2,0.204636,0.204636,0,0,0,512,mg N/L,Vanadium NOx,1707593382,2/10/2024 14:29
RESULT,-2,S92,Standard 92,3,0.244392,0.244392,0,0,0,512,mg N/L,Vanadium NOx,1707593463,2/10/2024 14:31
RESULT,-2,S93,Standard 93,4,0.355363,0.355363,0,0,0,512,mg N/L,Vanadium NOx,1707593543,2/10/2024 14:32
RESULT,-2,S94,Standard 94,5,0.549955,0.549955,0,0,0,512,mg N/L,Vanadium NOx,1707593624,2/10/2024 14:33
RESULT,-2,S95,Standard 95,6,0.743554,0.743554,0,0,0,512,mg N/L,Vanadium NOx,1707593705,2/10/2024 14:35
RESULT,-2,S96,Standard 96,7,0.936984,0.936984,0,0,0,512,mg N/L,Vanadium NOx,1707593786,2/10/2024 14:36
RESULT,-1,S0,Standard 0,8,0.167686,0.167686,0,0,0,512,mg N/L,Vanadium NOx,1707593867,2/10/2024 14:37
CALIBRATION,Vanadium NOx,1707593867,2/10/2024 14:37,,,,,,,,,,,
RESULT,2,C21,Nitrate Standard,9,0.484958,0.536954,0,0,0,512,mg N/L,Vanadium NOx,1707593948,2/10/2024 14:39
RESULT,3,C22,Nitrite Standard,10,0.457793,0.516144,0,0,0,512,mg N/L,Vanadium NOx,1707594029,2/10/2024 14:40
QCPRORESULT,REDUCTION EFFICIENCY,105.933891,1707594029,,,,,,,,,,,
QCPRODECISION,IN,1707594029,,,,,,,,,,,,
RESULT,-3,C11,CCV,11,0.492384,0.542648,0,0,0,512,mg N/L,Vanadium NOx,1707594110,2/10/2024 14:41
QCPRORESULT,NORMAL,0,1707594110,,,,,,,,,,,
QCPRODECISION,IN,1707594110,,,,,,,,,,,,
RESULT,-3,C12,CCB,12,-0.00497,0.16673,0,0,0,512,mg N/L,Vanadium NOx,1707594191,2/10/2024 14:43
QCPRORESULT,NORMAL,0,1707594191,,,,,,,,,,,
QCPRODECISION,IN,1707594191,,,,,,,,,,,,
RESULT,5,U1,GCW_Flume_20240208_0900,13,0.008709,0.176925,0,0,0,530,mg N/L,Vanadium NOx,1707594273,2/10/2024 14:44
RESULT,6,U2,GCW_Flume_20240208_1000,14,0.002666,0.17242,0,0,0,530,mg N/L,Vanadium NOx,1707594354,2/10/2024 14:45
RESULT,7,U3,GCW_Flume_20240208_1100,15,0.287879,0.386745,0,0,0,512,mg N/L,Vanadium NOx,1707594436,2/10/2024 14:47
RESULT,8,U4,GCW_Flume_20240208_1200,16,0.180052,0.3053,0,0,0,512,mg N/L,Vanadium NOx,1707594516,2/10/2024 14:48
RESULT,9,U5,GCW_Flume_20240208_1300,17,0.277471,0.378861,0,0,0,512,mg N/L,Vanadium NOx,1707594597,2/10/2024 14:49
RESULT,10,U6,GCW_Flume_20240208_1400,18,0.371263,0.450083,0,0,0,512,mg N/L,Vanadium NOx,1707594678,2/10/2024 14:51
RESULT,11,U7,GCW_Flume_20240208_1500,19,0.452421,0.512033,0,0,0,512,mg N/L,Vanadium NOx,1707594759,2/10/2024 14:52
RESULT,12,U8,GCW_Flume_20240208_1600,20,0.398135,0.470562,0,0,0,512,mg N/L,Vanadium NOx,1707594840,2/10/2024 14:54
RESULT,13,U9,GCW_Flume_20240208_1600_isco,21,0.366257,0.446272,0,0,0,512,mg N/L,Vanadium NOx,1707594921,2/10/2024 14:55
RESULT,14,U10,GCW_Flume_20240208_1700,22,0.351979,0.435407,0,0,0,512,mg N/L,Vanadium NOx,1707595002,2/10/2024 14:56
RESULT,14,C13,Duplicate,23,0.346688,0.431384,0,0,0,512,mg N/L,Vanadium NOx,1707595083,2/10/2024 14:58
QCPRORESULT,DUPLICATE,1.514423,1707595083,,,,,,,,,,,
QCPRODECISION,IN,1707595083,,,,,,,,,,,,
RESULT,14,C14,Auto Spike,24,0.804531,0.762535,0,0,0,512,mg N/L,Vanadium NOx,1707595165,2/10/2024 14:59
QCPRORESULT,AUTO SPIKE,90.510544,1707595165,,,,,,,,,,,
QCPRODECISION,IN,1707595165,,,,,,,,,,,,
RESULT,-3,C11,CCV,25,0.487407,0.538832,0,0,0,512,mg N/L,Vanadium NOx,1707595246,2/10/2024 15:00
QCPRORESULT,NORMAL,0,1707595246,,,,,,,,,,,
QCPRODECISION,IN,1707595246,,,,,,,,,,,,
RESULT,-3,C12,CCB,26,-0.007169,0.165092,0,0,0,512,mg N/L,Vanadium NOx,1707595329,2/10/2024 15:02
