RUNSTARTED,1708183017,2/17/2024 10:16,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.162919,0.162919,0,0,0,0,mg N/L,Vanadium NOx,1708185204,2/17/2024 10:53
RESULT,-2,S90,Standard 90,1,0.182883,0.182883,0,0,0,0,mg N/L,Vanadium NOx,1708185285,2/17/2024 10:54
RESULT,-2,S91,Standard 91,2,0.20225,0.20225,0,0,0,0,mg N/L,Vanadium NOx,1708185367,2/17/2024 10:56
RESULT,-2,S92,Standard 92,3,0.243176,0.243176,0,0,0,0,mg N/L,Vanadium NOx,1708185447,2/17/2024 10:57
RESULT,-2,S93,Standard 93,4,0.348104,0.348104,0,0,0,0,mg N/L,Vanadium NOx,1708185528,2/17/2024 10:58
RESULT,-2,S94,Standard 94,5,0.54473,0.54473,0,0,0,0,mg N/L,Vanadium NOx,1708185609,2/17/2024 11:00
RESULT,-2,S95,Standard 95,6,0.735967,0.735967,0,0,0,0,mg N/L,Vanadium NOx,1708185690,2/17/2024 11:01
RESULT,-2,S96,Standard 96,7,0.918137,0.918137,0,0,0,0,mg N/L,Vanadium NOx,1708185771,2/17/2024 11:02
RESULT,-1,S0,Standard 0,8,0.1665,0.1665,0,0,0,0,mg N/L,Vanadium NOx,1708185852,2/17/2024 11:04
CALIBRATION,Vanadium NOx,1708185852,2/17/2024 11:04,,,,,,,,,,,
RESULT,2,C21,Nitrate Standard,9,0.481452,0.529924,0,0,0,0,mg N/L,Vanadium NOx,1708185933,2/17/2024 11:05
RESULT,3,C22,Nitrite Standard,10,0.465262,0.517678,0,0,0,0,mg N/L,Vanadium NOx,1708186014,2/17/2024 11:06
QCPRORESULT,REDUCTION EFFICIENCY,103.479706,1708186014,,,,,,,,,,,
QCPRODECISION,IN,1708186014,,,,,,,,,,,,
RESULT,-3,C11,CCV,11,0.478415,0.527627,0,0,0,0,mg N/L,Vanadium NOx,1708186095,2/17/2024 11:08
QCPRORESULT,NORMAL,0,1708186095,,,,,,,,,,,
QCPRODECISION,IN,1708186095,,,,,,,,,,,,
RESULT,-3,C12,CCB,12,0.003248,0.166438,0,0,0,0,mg N/L,Vanadium NOx,1708186177,2/17/2024 11:09
QCPRORESULT,NORMAL,0,1708186177,,,,,,,,,,,
QCPRODECISION,IN,1708186177,,,,,,,,,,,,
RESULT,5,U1,GCW_Flume_20240215_0800,13,0.303143,0.394818,0,0,0,0,mg N/L,Vanadium NOx,1708186258,2/17/2024 11:10
RESULT,6,U2,GCW_Flume_20240215_0900,14,0.295871,0.389297,0,0,0,0,mg N/L,Vanadium NOx,1708186340,2/17/2024 11:12
RESULT,7,U3,GCW_Flume_20240215_1000,15,0.277399,0.37527,0,0,0,0,mg N/L,Vanadium NOx,1708186420,2/17/2024 11:13
RESULT,8,U4,GCW_Flume_20240215_1100,16,0.258183,0.360671,0,0,0,0,mg N/L,Vanadium NOx,1708186501,2/17/2024 11:15
RESULT,9,U5,GCW_Flume_20240215_1200,17,0.195286,0.312848,0,0,0,0,mg N/L,Vanadium NOx,1708186582,2/17/2024 11:16
