"","datetime_15min","depth_m","temp_c","salinity_ppt","odo_mg_l","chlorophyll_ug_l","p_h","amb_t_c","ch4d_ppm","co2d_ppm","h2o_ppm","radon_concentration_rad7","radon_concentration_uncertainty_rad7","rh_sample_rad7","total_counts_rad7","water_depth","flowrate","cross_area","mean_velocity","total_volume","temp_k","ln_pH2O","pH2O","pCH4_uatm","pCH4_atm","CH4_M","CH4_nM","CH4_gL","CH4_mgL","CH4_ugL","C_CH4_nM","Kh","Beta1","Beta2","Beta","Kw","Rad_w_Bqm3","Rad_err_w_Bqm3"
"1",2024-01-24 01:45:00,0.948,4.627,5.45,5.53,18.64,5.8,NA,NA,NA,NA,NA,NA,NA,NA,0.260333333333333,0.0102,0.574,0.0176666666666667,2906.32733333333,277.777,-4.78196314791639,0.00837953296742867,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.873548207053091,-0.0365762888922349,0.402474114519129,0.409291788792898,NA,NA
"2",2024-01-24 02:00:00,0.950333333333333,4.11666666666667,6.74,4.01,21.8,5.71333333333333,NA,NA,NA,NA,977.5138,230.3601,30,176,0.2682,0.00164,0.5892,0.0028,2909.7976,277.266666666667,-4.81774037779906,0.00808503604780744,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851279952966152,-0.0458336086133334,0.407744893330826,0.413890050976364,404.583236512099,95.3437535319203
"3",2024-01-24 02:15:00,0.9575,4.4975,8.49,4.34,18.4,5.72,NA,NA,NA,NA,977.5138,230.3601,30,176,0.276,0.00044,0.6034,6e-04,2912.2392,277.6475,-4.79102782023303,0.0083039184757575,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.867915263521812,-0.0571690704810186,0.396497979403245,0.403026442380971,393.963909192304,92.8412115695248
"4",2024-01-24 02:30:00,0.956666666666667,4.11666666666667,8.37,2.31,17.9466666666667,5.64333333333333,NA,NA,NA,NA,977.5138,230.3601,30,176,0.3996,-0.00072,0.8324,-0.0018,2911.9682,277.266666666667,-4.81774037779906,0.00808503604780744,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851279952966152,-0.0569179976400001,0.403250246535297,0.409327664980243,400.123441239964,94.2927618376152
"5",2024-01-24 02:45:00,0.967,4.521,8.295,2.855,17.6,5.68,NA,NA,NA,NA,977.5138,230.3601,30,176,0.3698,0.00256,0.7778,0.0032,2915.12,277.671,-4.78938217342427,0.00831759504286716,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.868938353054247,-0.0558221518685563,0.396626397770826,0.403191098280883,394.124862606719,92.8791417190939
"6",2024-01-24 03:00:00,0.974333333333333,3.914,8.25,2.45,18.4166666666667,5.64,NA,NA,NA,NA,977.5138,230.3601,30,176,0.3808,-0.00516,0.798,-0.0066,2913.9142,277.064,-4.83198957017925,0.00797064772103514,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.842384501929381,-0.0563967546383999,0.407065465912035,0.412898357120454,403.613842082572,95.1153068361036
"7",2024-01-24 03:15:00,0.97,4.4675,8.46,3.21,16.66,5.66,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4736,0.00206,0.9688,0.0014,2913.2066,277.6175,-4.79312910128266,0.00828648792906147,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.866608614624262,-0.0570111661373625,0.397079097239246,0.403573517400023,394.498682573063,92.967235825621
"8",2024-01-24 03:30:00,0.966333333333333,4.246,8.37333333333333,2.47,17.5566666666667,5.62333333333333,NA,NA,NA,NA,977.5138,230.3601,30,176,0.443,-0.00428,0.9124,-0.0048,2913.6482,277.396,-4.80865938001698,0.00815879061714985,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85694113448131,-0.0567507037814614,0.401040909465153,0.40727491898955,398.116853706167,93.8198910659246
"9",2024-01-24 03:45:00,0.955,4.4625,8.46,1.66,17.96,5.645,NA,NA,NA,NA,977.5138,230.3601,30,176,0.2802,-2e-05,0.6108,0,2912.222,277.6125,-4.79347936444905,0.0082835859858432,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.866390776862676,-0.0570185212190625,0.397162684308266,0.403651201528568,394.574619880757,92.9851311492411
"10",2024-01-24 04:00:00,0.94,4.39566666666667,6.85666666666667,2.94333333333333,17.8166666666667,5.63333333333333,NA,NA,NA,NA,977.5138,230.3601,30,176,0.436,-0.00092,0.8996,-0.0014,2912.1896,277.545666666667,-4.79816257825338,0.00824488288020736,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.863477284553611,-0.0462921802239439,0.40261703074236,0.409096145739491,399.897127987164,94.2394290421638
"11",2024-01-24 04:15:00,0.927,4.447,7.02,2.205,18.425,5.625,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5402,-0.00534,1.0922,-0.0054,2907.7634,277.597,-4.79456527044678,0.00827459567243364,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.865715365486363,-0.0473321668081862,0.401299385776596,0.407832713137198,398.662105183053,93.9483845815563
"12",2024-01-24 04:30:00,0.917666666666667,4.501,7.22666666666667,2.97,22.26,5.62666666666667,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5324,-0.00496,1.0778,-0.0044,2902.9638,277.651,-4.79078270404339,0.00830595415007021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86806766372678,-0.0486577758397785,0.399826154711718,0.40641454029604,397.275821660035,93.6216941440498
"13",2024-01-24 04:45:00,0.917,4.437,6.52,2.77,18.49,5.63,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5464,-0.0043,1.104,-0.004,2898.4818,277.587,-4.7952659273423,0.00826880005058706,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.865279524459204,-0.0439722748646759,0.402825505625703,0.409368931466674,400.163779799928,94.3022679895562
"14",2024-01-24 05:00:00,0.913,4.01166666666667,7.08666666666667,1.73333333333333,18.3833333333333,5.58666666666667,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5736,-0.00846,1.1542,-0.0072,2893.528,277.161666666667,-4.82511984680557,0.00802559237662098,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.846675000548522,-0.0483220186527946,0.408608816619656,0.414609923591426,405.286921927565,95.5095834595133
"15",2024-01-24 05:15:00,0.895,4.1545,8.43,1.165,16.6,5.59,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5552,-0.01464,1.1204,-0.0132,2882.5172,277.3045,-4.8150829662456,0.00810654988868985,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.852937244476099,-0.0572699885236099,0.402440816373942,0.408561776914398,399.374775086346,94.1163317861785
"16",2024-01-24 05:30:00,0.882333333333333,4.43166666666667,8.44666666666667,2.71,17.9166666666667,5.6,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5598,-0.01298,1.1286,-0.0114,2869.8658,277.581666666667,-4.79563963423493,0.00826571052037208,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86504704648285,-0.0569739675644611,0.397714441831423,0.40416707897115,395.078897199988,93.1039687285019
"17",2024-01-24 05:45:00,0.8585,4.0415,8.38,1.39,18.4,5.565,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5422,-0.01546,1.0964,-0.0142,2856.3852,277.1915,-4.8230225012086,0.00804244248134841,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.847984202735127,-0.0570968385023283,0.404509101856463,0.410494177950744,401.263723766508,94.5614798821512
"18",2024-01-24 06:00:00,0.841,4.133,8.42333333333333,1.48666666666667,20.0933333333333,5.57666666666667,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5202,-0.01374,1.0556,-0.0128,2842.758,277.283,-4.81659302520502,0.00809431775847177,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851995562509281,-0.0572565018467935,0.40282539886399,0.40892050182392,399.725433635807,94.1989676922083
"19",2024-01-24 06:15:00,0.8195,4.3015,8.44,2.195,19.125,5.595,NA,NA,NA,NA,977.5138,230.3601,30,176,0.5006,-0.0114,1.0194,-0.0114,2831.8988,277.4515,-4.80476542774864,0.00819062249372924,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.859366779862942,-0.0571206084330727,0.399921345165499,0.406219209585156,397.084883194582,93.5766977419575
"20",2024-01-24 06:30:00,0.808333333333333,4.18666666666667,8.42666666666667,2.04,17.7233333333333,5.57333333333333,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4846,-0.0084,0.9892,-0.0086,2822.494,277.336666666667,-4.81282422234614,0.00812488120368384,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.854345494036473,-0.0571997810172444,0.401902693733032,0.408062798478028,398.887016778892,94.0013870636785
"21",2024-01-24 06:45:00,0.8065,4.2735,8.435,1.98,17.595,5.59,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4816,-0.0069,0.984,-0.0072,2816.3578,277.4235,-4.80672972521696,0.00817454946614098,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.858143308520869,-0.0571280623308172,0.400407952298999,0.406672434759734,397.527917057239,93.6811027384957
"22",2024-01-24 07:00:00,0.797,4.21166666666667,8.42666666666667,2.1,18.7,5.57666666666667,NA,NA,NA,NA,977.5138,230.3601,30,176,0.473,-0.00832,0.9684,-0.0084,2809.0394,277.361666666667,-4.81106912877511,0.00813915365137731,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.855439472531732,-0.0571628480959109,0.401478088722433,0.407668430599311,398.501516735169,93.9105404397003
"23",2024-01-24 07:15:00,0.7855,4.229,8.425,1.67,18.99,5.58,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4634,-0.0072,0.9502,-0.0076,2802.7136,277.379,-4.80985247273995,0.0081490622281272,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.856197699452188,-0.0571259570836473,0.401188592585216,0.407399929059838,398.239052775013,93.8486883982172
"24",2024-01-24 07:30:00,0.768666666666667,4.32166666666667,8.35333333333333,2.39,18.5866666666667,5.59666666666667,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4458,-0.00946,0.9178,-0.0106,2794.8062,277.471666666667,-4.80335094206284,0.00820221620952255,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.860247620350748,-0.0565046308780721,0.399815434851604,0.406141149798033,397.008578675444,93.5587158815898
"25",2024-01-24 07:45:00,0.759,4.2685,7.005,1.885,18.82,5.595,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4356,-0.00854,0.8984,-0.0094,2786.796,277.4185,-4.80708053954479,0.0081716822200596,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85792477199853,-0.0474491708619454,0.404390637834002,0.410710028050346,401.474720217601,94.6112031326806
"26",2024-01-24 08:00:00,0.748333333333333,4.33233333333333,6.90333333333333,1.64333333333333,18.6566666666667,5.58,NA,NA,NA,NA,977.5138,230.3601,30,176,0.4272,-0.00906,0.883,-0.0104,2778.8406,277.482333333333,-4.80260287783516,0.00820835428954513,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.860713400915298,-0.04668350639355,0.403573396853839,0.409974328501785,400.755563756228,94.441727311104
